gene_name	gene_id	transcript_id	chrom	strand	tss	tes	region_start	region_end	region_length	usable
AC040918.1	ENSG00000259245.1	ENST00000560056.1	chr15	+	36046082	36049529	36005122	36049529	44408	yes
AC021351.1	ENSG00000259639.6	ENST00000561394.1	chr15	-	36252257	35970358	35970358	36293217	322860	yes
AC087516.1	ENSG00000259395.1	ENST00000561236.1	chr15	+	36341739	36344166	36300779	36344166	43388	yes
AC087516.2	ENSG00000259737.6	ENST00000558875.1	chr15	-	36471016	36443537	36443537	36511976	68440	yes
C15orf41	ENSG00000186073.12	ENST00000437989.6	chr15	+	36579844	36810244	36538884	36810244	271361	yes
MEIS2	ENSG00000134138.19	ENST00000340545.9	chr15	-	37101299	36891022	36891022	37142259	251238	yes
AC078909.2	ENSG00000274444.1	ENST00000620584.1	chr15	+	37109587	37109984	37068627	37109984	41358	yes
AC068875.1	ENSG00000259434.1	ENST00000561054.1	chr15	-	37490808	37365027	37365027	37531768	166742	yes
TMCO5A	ENSG00000166069.13	ENST00000319669.4	chr15	+	37935257	37951539	37894297	37951539	57243	yes
LINC02345	ENSG00000259225.6	ENST00000558081.2	chr15	+	37984766	38040987	37943806	38040987	97182	yes
LINC01852	ENSG00000236914.3	ENST00000434223.3	chr15	-	38072683	38071627	38071627	38113643	42017	yes
AC087473.1	ENSG00000259380.5	ENST00000561320.5	chr15	-	38226865	38139595	38139595	38267825	128231	yes
SPRED1	ENSG00000166068.12	ENST00000299084.8	chr15	+	38252326	38357249	38211366	38357249	145884	yes
FAM98B	ENSG00000171262.11	ENST00000491535.5	chr15	+	38454154	38483665	38413194	38483665	70472	yes
RASGRP1	ENSG00000172575.11	ENST00000310803.9	chr15	-	38564806	38488103	38488103	38605766	117664	yes
C15orf53	ENSG00000175779.2	ENST00000318792.1	chr15	+	38696598	38700038	38655638	38700038	44401	yes
AC022929.1	ENSG00000259731.2	ENST00000560675.2	chr15	-	38759413	38756552	38756552	38800373	43822	yes
AC022929.2	ENSG00000274281.1	ENST00000612997.1	chr15	-	38853432	38851306	38851306	38894392	43087	yes
AC087878.1	ENSG00000259278.1	ENST00000560709.1	chr15	+	39019233	39024918	38978273	39024918	46646	yes
AC113146.1	ENSG00000259423.2	ENST00000558255.1	chr15	+	39167739	39179926	39126779	39179926	53148	yes
AC013652.1	ENSG00000259345.6	ENST00000560743.1	chr15	-	39194309	39188438	39188438	39235269	46832	yes
C15orf54	ENSG00000175746.6	ENST00000625107.1	chr15	+	39250684	39254845	39209724	39254845	45122	yes
AC013652.2	ENSG00000259447.1	ENST00000558245.1	chr15	-	39310782	39300418	39300418	39351742	51325	yes
AC109630.1	ENSG00000259269.1	ENST00000558846.1	chr15	+	39472703	39473604	39431743	39473604	41862	yes
AC022196.1	ENSG00000259390.3	ENST00000558818.3	chr15	-	39519954	39512335	39512335	39560914	48580	yes
THBS1	ENSG00000137801.10	ENST00000260356.5	chr15	+	39581093	39599466	39540133	39599466	59334	yes
FSIP1	ENSG00000150667.7	ENST00000350221.3	chr15	-	39782830	39600031	39600031	39823790	223760	yes
GPR176	ENSG00000166073.10	ENST00000561100.1	chr15	-	39920892	39800730	39800730	39961852	161123	yes
AC012377.1	ENSG00000246863.2	ENST00000499797.2	chr15	+	39921042	39924899	39880082	39924899	44818	yes
EIF2AK4	ENSG00000128829.11	ENST00000559624.5	chr15	+	39934146	39975429	39893186	39975429	82244	yes
SRP14	ENSG00000140319.10	ENST00000267884.10	chr15	-	40039188	40035739	40035739	40080148	44410	yes
SRP14-AS1	ENSG00000248508.6	ENST00000504245.5	chr15	+	40039311	40067290	39998351	40067290	68940	yes
AC021755.2	ENSG00000259584.1	ENST00000560376.1	chr15	-	40078704	40075204	40075204	40119664	44461	yes
AC021755.3	ENSG00000275636.1	ENST00000616620.1	chr15	+	40078892	40079347	40037932	40079347	41416	yes
BMF	ENSG00000104081.13	ENST00000354670.8	chr15	-	40108874	40087890	40087890	40149834	61945	yes
BUB1B	ENSG00000156970.12	ENST00000287598.10	chr15	+	40161026	40221136	40120066	40221136	101071	yes
BUB1B-PAK6	ENSG00000259288.6	ENST00000453867.6	chr15	+	40217428	40276181	40176468	40276181	99714	yes
PAK6	ENSG00000137843.11	ENST00000260404.8	chr15	+	40239870	40277487	40198910	40277487	78578	yes
ANKRD63	ENSG00000230778.1	ENST00000434396.1	chr15	-	40282586	40281444	40281444	40323546	42103	yes
PLCB2	ENSG00000137841.11	ENST00000543785.3	chr15	-	40307910	40300667	40300667	40348870	48204	yes
AC020658.2	ENSG00000259198.1	ENST00000559030.1	chr15	+	40312615	40316634	40271655	40316634	44980	yes
INAFM2	ENSG00000259330.2	ENST00000560415.1	chr15	+	40325216	40326715	40284256	40326715	42460	yes
CCDC9B	ENSG00000188549.12	ENST00000382688.8	chr15	-	40338976	40331452	40331452	40379936	48485	yes
PHGR1	ENSG00000233041.8	ENST00000560745.5	chr15	+	40351033	40353772	40310073	40353772	43700	yes
DISP2	ENSG00000140323.5	ENST00000267889.4	chr15	+	40358235	40378639	40317275	40378639	61365	yes
KNSTRN	ENSG00000128944.13	ENST00000249776.12	chr15	+	40382721	40394245	40341761	40394245	52485	yes
IVD	ENSG00000128928.8	ENST00000479013.6	chr15	+	40405795	40421299	40364835	40421299	56465	yes
BAHD1	ENSG00000140320.11	ENST00000561234.5	chr15	+	40439721	40468229	40398761	40468229	69469	yes
CHST14	ENSG00000169105.7	ENST00000559991.1	chr15	+	40471086	40473128	40430126	40473128	43003	yes
CCDC32	ENSG00000128891.15	ENST00000416810.6	chr15	-	40565057	40553104	40553104	40606017	52914	yes
RPUSD2	ENSG00000166133.17	ENST00000315616.11	chr15	+	40569300	40574943	40528340	40574943	46604	yes
KNL1	ENSG00000137812.19	ENST00000346991.9	chr15	+	40594020	40664342	40553060	40664342	111283	yes
RAD51	ENSG00000051180.16	ENST00000423169.6	chr15	+	40695129	40731592	40654169	40731592	77424	yes
AC012476.1	ENSG00000285396.1	ENST00000645673.1	chr15	+	40695129	40732158	40654169	40732158	77990	yes
RMDN3	ENSG00000137824.15	ENST00000260385.10	chr15	-	40755851	40735884	40735884	40796811	60928	yes
GCHFR	ENSG00000137880.5	ENST00000260447.5	chr15	+	40764020	40767710	40723060	40767710	44651	yes
C15orf62	ENSG00000188277.9	ENST00000344320.7	chr15	+	40770080	40772449	40729120	40772449	43330	yes
ZFYVE19	ENSG00000166140.17	ENST00000355341.8	chr15	+	40807089	40815084	40766129	40815084	48956	yes
DNAJC17	ENSG00000104129.9	ENST00000220496.8	chr15	-	40807477	40765155	40765155	40848437	83283	yes
PPP1R14D	ENSG00000166143.9	ENST00000299174.9	chr15	-	40828709	40815445	40815445	40869669	54225	yes
SPINT1	ENSG00000166145.14	ENST00000344051.8	chr15	+	40844018	40858207	40803058	40858207	55150	yes
RHOV	ENSG00000104140.6	ENST00000220507.4	chr15	-	40874289	40872214	40872214	40915249	43036	yes
AC025166.1	ENSG00000274798.1	ENST00000612411.1	chr15	+	40874433	40874595	40833473	40874595	41123	yes
VPS18	ENSG00000104142.10	ENST00000220509.9	chr15	+	40894430	40903975	40853470	40903975	50506	yes
AC020661.1	ENSG00000251161.3	ENST00000503052.3	chr15	+	40906811	40910337	40865851	40910337	44487	yes
DLL4	ENSG00000128917.7	ENST00000249749.7	chr15	+	40929340	40939073	40888380	40939073	50694	yes
CHAC1	ENSG00000128965.12	ENST00000444189.7	chr15	+	40952962	40955822	40912002	40955822	43821	yes
INO80	ENSG00000128908.16	ENST00000401393.7	chr15	-	41116153	40978893	40978893	41157113	178221	yes
EXD1	ENSG00000178997.11	ENST00000314992.9	chr15	-	41230697	41182725	41182725	41271657	88933	yes
CHP1	ENSG00000187446.11	ENST00000560411.5	chr15	+	41231140	41279719	41190180	41279719	89540	yes
AC087721.2	ENSG00000285920.1	ENST00000649527.1	chr15	+	41284013	41380743	41243053	41380743	137691	yes
OIP5	ENSG00000104147.8	ENST00000220514.7	chr15	-	41332621	41309268	41309268	41373581	64314	yes
NUSAP1	ENSG00000137804.12	ENST00000260359.10	chr15	+	41332694	41381050	41291734	41381050	89317	yes
NDUFAF1	ENSG00000137806.8	ENST00000559127.5	chr15	-	41402459	41387494	41387494	41443419	55926	yes
RTF1	ENSG00000137815.14	ENST00000389629.8	chr15	+	41417104	41483563	41376144	41483563	107420	yes
ITPKA	ENSG00000137825.10	ENST00000260386.6	chr15	+	41493875	41503551	41452915	41503551	50637	yes
LTK	ENSG00000062524.15	ENST00000355166.9	chr15	-	41513879	41503638	41503638	41554839	51202	yes
RPAP1	ENSG00000103932.11	ENST00000569829.1	chr15	-	41544266	41536653	41536653	41585226	48574	yes
TYRO3	ENSG00000092445.11	ENST00000263798.7	chr15	+	41559034	41583586	41518074	41583586	65513	yes
AC016134.1	ENSG00000260926.2	ENST00000565259.1	chr15	-	41612727	41609466	41609466	41653687	44222	yes
MGA	ENSG00000174197.16	ENST00000566586.5	chr15	+	41668828	41773081	41627868	41773081	145214	yes
AC073657.1	ENSG00000260814.2	ENST00000562063.1	chr15	-	41772732	41770932	41770932	41813692	42761	yes
MAPKBP1	ENSG00000137802.13	ENST00000457542.6	chr15	+	41774434	41827855	41733474	41827855	94382	yes
JMJD7	ENSG00000243789.10	ENST00000397299.8	chr15	+	41828085	41837581	41787125	41837581	50457	yes
JMJD7-PLA2G4B	ENSG00000168970.22	ENST00000490848.5	chr15	+	41828095	41848155	41787135	41848155	61021	yes
PLA2G4B	ENSG00000243708.10	ENST00000458483.3	chr15	+	41838813	41848147	41797853	41848147	50295	yes
SPTBN5	ENSG00000137877.9	ENST00000320955.7	chr15	-	41894077	41848144	41848144	41935037	86894	yes
EHD4	ENSG00000103966.10	ENST00000220325.8	chr15	-	41972578	41895939	41895939	42013538	117600	yes
PLA2G4E	ENSG00000188089.13	ENST00000547930.5	chr15	-	41997522	41981584	41981584	42038482	56899	yes
PLA2G4D	ENSG00000159337.6	ENST00000290472.3	chr15	-	42094554	42067683	42067683	42135514	67832	yes
PLA2G4F	ENSG00000168907.13	ENST00000397272.7	chr15	-	42156636	42139034	42139034	42197596	58563	yes
VPS39	ENSG00000166887.15	ENST00000318006.9	chr15	-	42208316	42158701	42158701	42249276	90576	yes
TMEM87A	ENSG00000103978.15	ENST00000448392.5	chr15	-	42273584	42210452	42210452	42314544	104093	yes
GANC	ENSG00000214013.9	ENST00000318010.12	chr15	+	42274242	42356935	42233282	42356935	123654	yes
AC012651.1	ENSG00000258461.5	ENST00000466369.5	chr15	+	42348103	42412317	42307143	42412317	105175	yes
CAPN3	ENSG00000092529.23	ENST00000349748.7	chr15	+	42359585	42412317	42318625	42412317	93693	yes
ZNF106	ENSG00000103994.17	ENST00000564754.6	chr15	-	42491141	42415872	42415872	42532101	116230	yes
SNAP23	ENSG00000092531.9	ENST00000249647.7	chr15	+	42495260	42533061	42454300	42533061	78762	yes
AC018362.3	ENSG00000285942.1	ENST00000650210.1	chr15	-	42548786	42497395	42497395	42589746	92352	yes
LRRC57	ENSG00000180979.9	ENST00000323443.6	chr15	-	42548802	42537820	42537820	42589762	51943	yes
HAUS2	ENSG00000137814.10	ENST00000260372.7	chr15	+	42548810	42569994	42507850	42569994	62145	yes
STARD9	ENSG00000159433.11	ENST00000564158.5	chr15	+	42575659	42673114	42534699	42673114	138416	yes
CDAN1	ENSG00000140326.13	ENST00000356231.4	chr15	-	42737128	42723544	42723544	42778088	54545	yes
AC090510.1	ENSG00000246283.2	ENST00000500850.2	chr15	+	42740748	42743202	42699788	42743202	43415	yes
TTBK2	ENSG00000128881.16	ENST00000622375.4	chr15	-	42920809	42744352	42744352	42961769	217418	yes
UBR1	ENSG00000159459.11	ENST00000290650.8	chr15	-	43106101	42942897	42942897	43147061	204165	yes
TMEM62	ENSG00000137842.6	ENST00000260403.6	chr15	+	43133524	43185146	43092564	43185146	92583	yes
CCNDBP1	ENSG00000166946.13	ENST00000300213.8	chr15	+	43185257	43197176	43144297	43197176	52880	yes
EPB42	ENSG00000166947.13	ENST00000622454.4	chr15	-	43221125	43197235	43197235	43262085	64851	yes
TGM5	ENSG00000104055.15	ENST00000220420.9	chr15	-	43266857	43232595	43232595	43307817	75223	yes
TGM7	ENSG00000159495.7	ENST00000452443.2	chr15	-	43302255	43276280	43276280	43343215	66936	yes
LCMT2	ENSG00000168806.7	ENST00000567039.1	chr15	-	43330582	43328286	43328286	43371542	43257	yes
ADAL	ENSG00000168803.15	ENST00000389651.8	chr15	+	43330727	43349412	43289767	43349412	59646	yes
ZSCAN29	ENSG00000140265.12	ENST00000566849.5	chr15	-	43370062	43361018	43361018	43411022	50005	yes
TUBGCP4	ENSG00000137822.12	ENST00000260383.11	chr15	+	43371101	43405573	43330141	43405573	75433	yes
TP53BP1	ENSG00000067369.13	ENST00000263801.7	chr15	-	43510614	43407209	43407209	43551574	144366	yes
MAP1A	ENSG00000166963.12	ENST00000382031.5	chr15	+	43510958	43531620	43469998	43531620	61623	yes
PPIP5K1	ENSG00000168781.22	ENST00000334933.8	chr15	-	43590201	43533462	43533462	43631161	97700	yes
CKMT1B	ENSG00000237289.9	ENST00000475589.1	chr15	+	43593087	43594422	43552127	43594422	42296	yes
STRC	ENSG00000242866.10	ENST00000440125.5	chr15	-	43618798	43599633	43599633	43659758	60126	yes
AC011330.3	ENSG00000284772.1	ENST00000643290.1	chr15	-	43632283	43614208	43614208	43673243	59036	yes
CATSPER2	ENSG00000166762.17	ENST00000464721.5	chr15	-	43667702	43647349	43647349	43708662	61314	yes
CKMT1A	ENSG00000223572.9	ENST00000413453.6	chr15	+	43693527	43699222	43652567	43699222	46656	yes
PDIA3	ENSG00000167004.12	ENST00000300289.9	chr15	+	43746392	43773279	43705432	43773279	67848	yes
SERF2	ENSG00000140264.19	ENST00000381359.5	chr15	+	43777100	43794595	43736140	43794595	58456	yes
ELL3	ENSG00000128886.11	ENST00000319359.7	chr15	-	43777543	43772600	43772600	43818503	45904	yes
AC018512.1	ENSG00000262560.1	ENST00000417761.2	chr15	-	43799133	43772617	43772617	43840093	67477	yes
SERINC4	ENSG00000184716.13	ENST00000457418.5	chr15	-	43800097	43794162	43794162	43841057	46896	yes
HYPK	ENSG00000242028.6	ENST00000442995.2	chr15	+	43800423	43802291	43759463	43802291	42829	yes
MFAP1	ENSG00000140259.6	ENST00000267812.3	chr15	-	43824802	43804492	43804492	43865762	61271	yes
WDR76	ENSG00000092470.11	ENST00000263795.10	chr15	+	43826963	43868419	43786003	43868419	82417	yes
FRMD5	ENSG00000171877.20	ENST00000417257.5	chr15	-	44195231	43870764	43870764	44236191	365428	yes
CASC4	ENSG00000166734.19	ENST00000299957.10	chr15	+	44288731	44415758	44247771	44415758	167988	yes
AC090519.2	ENSG00000259499.1	ENST00000559034.1	chr15	-	44390451	44387320	44387320	44431411	44092	yes
CTDSPL2	ENSG00000137770.13	ENST00000260327.8	chr15	+	44427234	44529038	44386274	44529038	142765	yes
EIF3J-DT	ENSG00000179523.4	ENST00000313807.4	chr15	-	44536923	44533493	44533493	44577883	44391	yes
EIF3J	ENSG00000104131.12	ENST00000261868.9	chr15	+	44537057	44562803	44496097	44562803	66707	yes
SPG11	ENSG00000104133.14	ENST00000535302.6	chr15	-	44663675	44562854	44562854	44704635	141782	yes
PATL2	ENSG00000229474.6	ENST00000558573.1	chr15	-	44711316	44674763	44674763	44752276	77514	yes
B2M	ENSG00000166710.18	ENST00000558401.6	chr15	+	44711487	44718877	44670527	44718877	48351	yes
TRIM69	ENSG00000185880.12	ENST00000560141.2	chr15	+	44729001	44734000	44688041	44734000	45960	yes
AC122108.2	ENSG00000276121.1	ENST00000611946.1	chr15	-	44778721	44778196	44778196	44819681	41486	yes
AC122108.1	ENSG00000259187.1	ENST00000558419.1	chr15	+	44826540	44827094	44785580	44827094	41515	yes
TERB2	ENSG00000167014.10	ENST00000340827.3	chr15	+	44956702	44979229	44915742	44979229	63488	yes
SORD	ENSG00000140263.13	ENST00000267814.13	chr15	+	45023104	45077185	44982144	45077185	95042	yes
DUOXA2	ENSG00000140274.13	ENST00000323030.5	chr15	+	45114321	45118421	45073361	45118421	45061	yes
DUOX2	ENSG00000140279.12	ENST00000389039.10	chr15	-	45114344	45092650	45092650	45155304	62655	yes
DUOXA1	ENSG00000140254.12	ENST00000558422.5	chr15	-	45129877	45118721	45118721	45170837	52117	yes
DUOX1	ENSG00000137857.17	ENST00000321429.8	chr15	+	45129933	45165576	45088973	45165576	76604	yes
SHF	ENSG00000138606.19	ENST00000559566.5	chr15	-	45178260	45171594	45171594	45219220	47627	yes
SLC28A2	ENSG00000137860.11	ENST00000347644.7	chr15	+	45252230	45277845	45211270	45277845	66576	yes
AC051619.10	ENSG00000285597.1	ENST00000649758.1	chr15	+	45279423	45280474	45238463	45280474	42012	yes
GATM	ENSG00000171766.15	ENST00000458245.5	chr15	-	45402327	45379202	45379202	45443287	64086	yes
SPATA5L1	ENSG00000171763.18	ENST00000305560.10	chr15	+	45402331	45421419	45361371	45421419	60049	yes
C15orf48	ENSG00000166920.12	ENST00000396650.6	chr15	+	45430529	45433342	45389569	45433342	43774	yes
SLC30A4	ENSG00000104154.6	ENST00000261867.4	chr15	-	45522807	45479611	45479611	45563767	84157	yes
AC090527.1	ENSG00000259681.1	ENST00000557965.1	chr15	+	45558598	45562877	45517638	45562877	45240	yes
AC090527.3	ENSG00000275709.1	ENST00000619041.1	chr15	-	45586304	45585757	45585757	45627264	41508	yes
BLOC1S6	ENSG00000104164.10	ENST00000220531.7	chr15	+	45587123	45609711	45546163	45609711	63549	yes
AC090527.2	ENSG00000260170.1	ENST00000564080.1	chr15	+	45587351	45676314	45546391	45676314	129924	yes
SQOR	ENSG00000137767.13	ENST00000260324.11	chr15	+	45634740	45691294	45593780	45691294	97515	yes
AC068722.2	ENSG00000273972.1	ENST00000618734.1	chr15	+	45702640	45703183	45661680	45703183	41504	yes
AC068722.1	ENSG00000259200.1	ENST00000560705.1	chr15	+	45705078	45848885	45664118	45848885	184768	yes
AC091074.1	ENSG00000285934.1	ENST00000647643.1	chr15	+	46365836	46381043	46324876	46381043	56168	yes
AC073941.1	ENSG00000259255.1	ENST00000559148.1	chr15	+	46693288	46804844	46652328	46804844	152517	yes
SEMA6D	ENSG00000137872.16	ENST00000558014.5	chr15	+	47184101	47774221	47143141	47774221	631081	yes
LINC01491	ENSG00000259572.5	ENST00000558792.5	chr15	-	47846236	47803384	47803384	47887196	83813	yes
AC092078.2	ENSG00000259754.1	ENST00000560900.1	chr15	+	47884310	48049112	47843350	48049112	205763	yes
AC092078.1	ENSG00000259730.1	ENST00000558370.1	chr15	+	47944044	47949509	47903084	47949509	46426	yes
SLC24A5	ENSG00000188467.10	ENST00000341459.7	chr15	+	48120972	48142672	48080012	48142672	62661	yes
MYEF2	ENSG00000104177.17	ENST00000324324.11	chr15	-	48178517	48134631	48134631	48219477	84847	yes
AC066612.1	ENSG00000259235.1	ENST00000560339.1	chr15	-	48191031	48189037	48189037	48231991	42955	yes
CTXN2	ENSG00000233932.5	ENST00000417307.2	chr15	+	48191539	48203756	48150579	48203756	53178	yes
SLC12A1	ENSG00000074803.18	ENST00000558405.6	chr15	+	48191789	48302997	48150829	48302997	152169	yes
DUT	ENSG00000128951.13	ENST00000331200.7	chr15	+	48331423	48343373	48290463	48343373	52911	yes
FBN1	ENSG00000166147.13	ENST00000316623.9	chr15	-	48645849	48408306	48408306	48686809	278504	yes
AC084757.3	ENSG00000259705.1	ENST00000558061.1	chr15	+	48645951	48652016	48604991	48652016	47026	yes
AC084757.4	ENSG00000273925.1	ENST00000616350.1	chr15	-	48663056	48662531	48662531	48704016	41486	yes
AC084757.2	ENSG00000259469.1	ENST00000559165.1	chr15	-	48729844	48729080	48729080	48770804	41725	yes
CEP152	ENSG00000103995.13	ENST00000560322.5	chr15	-	48811146	48772515	48772515	48852106	79592	yes
EID1	ENSG00000255302.4	ENST00000560490.1	chr15	+	48878136	48878785	48837176	48878785	41610	yes
SHC4	ENSG00000185634.11	ENST00000332408.8	chr15	-	48963444	48823735	48823735	49004404	180670	yes
SECISBP2L	ENSG00000138593.8	ENST00000559471.5	chr15	-	49046563	48988638	48988638	49087523	98886	yes
AC013452.2	ENSG00000259656.1	ENST00000557910.1	chr15	+	49101791	49103264	49060831	49103264	42434	yes
COPS2	ENSG00000166200.14	ENST00000299259.10	chr15	-	49155661	49127350	49127350	49196621	69272	yes
GALK2	ENSG00000156958.14	ENST00000327171.7	chr15	+	49155765	49331882	49114805	49331882	217078	yes
AC022306.2	ENSG00000275580.1	ENST00000617563.1	chr15	+	49343608	49344254	49302648	49344254	41607	yes
FGF7	ENSG00000140285.9	ENST00000267843.8	chr15	+	49423096	49488775	49382136	49488775	106640	yes
FAM227B	ENSG00000166262.15	ENST00000561064.5	chr15	-	49620929	49422400	49422400	49661889	239490	yes
DTWD1	ENSG00000104047.14	ENST00000403028.7	chr15	+	49620980	49644049	49580020	49644049	64030	yes
ATP8B4	ENSG00000104043.14	ENST00000558906.5	chr15	-	50119226	49859639	49859639	50160186	300548	yes
SLC27A2	ENSG00000140284.10	ENST00000267842.9	chr15	+	50182196	50236395	50141236	50236395	95160	yes
HDC	ENSG00000140287.10	ENST00000267845.7	chr15	-	50266026	50241947	50241947	50306986	65040	yes
GABPB1	ENSG00000104064.17	ENST00000380877.7	chr15	-	50355408	50275392	50275392	50396368	120977	yes
AC022087.1	ENSG00000259715.1	ENST00000558372.1	chr15	-	50360194	50359450	50359450	50401154	41705	yes
USP8	ENSG00000138592.13	ENST00000396444.7	chr15	+	50424382	50514419	50383422	50514419	130998	yes
AC012170.3	ENSG00000259618.1	ENST00000560159.1	chr15	-	50497080	50494018	50494018	50538040	44023	yes
USP50	ENSG00000170236.14	ENST00000530218.5	chr15	-	50546708	50500886	50500886	50587668	86783	yes
TRPM7	ENSG00000092439.14	ENST00000313478.11	chr15	-	50686815	50557158	50557158	50727775	170618	yes
SPPL2A	ENSG00000138600.9	ENST00000261854.9	chr15	-	50765808	50702266	50702266	50806768	104503	yes
